astro_sign,title,link,image,Theme,Style Number,Colour,Swing Tag Generation,Tush Tag Generation,Birthday,Release Date,Release Year,Retirement Date,Animal,Subtheme,Size
Taurus,Wasabi the Baboon,https://beaniepedia.com/beanies/beanie-boos/wasabi-the-baboon/,https://beaniepedia.com/beanies/files/2019/06/wasabiboo.jpg,Beanie Boos,36895,Grey,4,C1,18 May,01/04/2018,2018,-,N/A,None,N/A
ERROR,Warrior the Wolf (Large),https://beaniepedia.com/beanies/beanie-boos/warrior-the-wolf-large/,https://beaniepedia.com/beanies/files/2019/06/warriorboo.jpg,Beanie Boos,90257,Grey,4,C1,None,01/07/2016,2016,-,Wolf,Great Wolf Lodge,N/A
ERROR,Warrior the Wolf (Medium),https://beaniepedia.com/beanies/beanie-boos/warrior-the-wolf-medium/,https://beaniepedia.com/beanies/files/2019/06/warriorboo.jpg,Beanie Boos,37097,Grey,4,C1,None,01/07/2016,2016,-,Wolf,Great Wolf Lodge,N/A
ERROR,Warrior the Wolf,https://beaniepedia.com/beanies/beanie-boos/warrior-the-wolf/,https://beaniepedia.com/beanies/files/2019/06/warriorboo.jpg,Beanie Boos,37217,Grey,4,C1,None,01/07/2016,2016,-,Wolf,Great Wolf Lodge,N/A
Taurus,Waddles the Penguin &#8211; 1st Version (Extra Large),https://beaniepedia.com/beanies/beanie-boos/waddles-the-penguin-1st-version-extra-large/,https://beaniepedia.com/beanies/files/2019/06/waddlesbooxl1.jpg,Beanie Boos,36747,N/A,-,-,11 May,-,-,-,Penguin,None,N/A
Gemini,Sunburst the Crab,https://beaniepedia.com/beanies/beanie-babies/sunburst-the-crab/,https://beaniepedia.com/beanies/files/2019/06/sunburst.jpg,Beanie Babies,40553,Pink,15,13,04 June 2006,28/02/2007,2007,27/12/2007,Crab,None,N/A
Taurus,Meekins the Lamb,https://beaniepedia.com/beanies/beanie-babies/meekins-the-lamb/,https://beaniepedia.com/beanies/files/2019/05/meekins.jpg,Beanie Babies,40329,White,13,13,16 May 2005,01/01/2006,2006,21/12/2006,Sheep,None,N/A
Gemini,Violet the Leopard (Key Clip),https://beaniepedia.com/beanies/beanie-boos/violet-the-leopard-key-clip/,https://beaniepedia.com/beanies/files/2019/05/violetbookey.jpg,Beanie Boos,35038,White,4,C1,15 June,01/01/2017,2017,-,Leopard,Claire's,N/A
Gemini,Violet the Leopard (Large),https://beaniepedia.com/beanies/beanie-boos/violet-the-leopard-large/,https://beaniepedia.com/beanies/files/2019/05/violetboo.jpg,Beanie Boos,36862,White,4,C1,15 June,01/01/2017,2017,-,Leopard,Claire's,N/A
Gemini,Violet the Leopard (Medium),https://beaniepedia.com/beanies/beanie-boos/violet-the-leopard-medium/,https://beaniepedia.com/beanies/files/2019/05/violetboo.jpg,Beanie Boos,37156,White,4,C1,15 June,01/01/2017,2017,-,Leopard,Claire's,N/A
Gemini,Violet the Leopard,https://beaniepedia.com/beanies/beanie-boos/violet-the-leopard/,https://beaniepedia.com/beanies/files/2019/05/violetboo.jpg,Beanie Boos,37230,White,4,C1,15 June,01/01/2017,2017,-,Leopard,Claire's,N/A
Cancer,Valor the Dog,https://beaniepedia.com/beanies/beanie-boos/valor-the-dog/,https://beaniepedia.com/beanies/files/2019/04/valorboo.jpg,Beanie Boos,37227,N/A,4,C1,03 July,01/03/2017,2017,-,Dog,Independence Day Cracker Barrel,N/A
Aquarius,Valentina the Panda,https://beaniepedia.com/beanies/beanie-boos/valentina-the-panda/,https://beaniepedia.com/beanies/files/2019/04/valentinaboo.jpg,Beanie Boos,37338,N/A,4,C1,10 February,01/12/2016,2016,-,N/A,Valentine's Day,N/A
Taurus,Twinkle Toes the Rabbit (Medium),https://beaniepedia.com/beanies/beanie-boos/twinkle-toes-the-rabbit-medium/,https://beaniepedia.com/beanies/files/2019/04/twinkletoesboo.jpg,Beanie Boos,37047,Brown,4,C1,12 May,01/12/2015,2015,-,Rabbit,Easter,N/A
Taurus,Twinkle Toes the Rabbit,https://beaniepedia.com/beanies/beanie-boos/twinkle-toes-the-rabbit/,https://beaniepedia.com/beanies/files/2019/04/twinkletoesboo.jpg,Beanie Boos,36170,Brown,4,C1,12 May,01/12/2015,2015,-,Rabbit,Easter,N/A
Taurus,Twinkle the Lamb (Key Clip),https://beaniepedia.com/beanies/beanie-boos/twinkle-the-lamb-key-clip/,https://beaniepedia.com/beanies/files/2019/04/twinklebookey.jpg,Beanie Boos,35004,White,4,C1,11 May,01/01/2017,2017,-,Sheep,Easter,N/A
Taurus,Twinkle the Lamb (Medium),https://beaniepedia.com/beanies/beanie-boos/twinkle-the-lamb-medium/,https://beaniepedia.com/beanies/files/2019/04/twinkleboo.jpg,Beanie Boos,37091,White,4,C1,11 May,01/12/2016,2016,-,Sheep,Easter,N/A
Taurus,Twinkle the Lamb,https://beaniepedia.com/beanies/beanie-boos/twinkle-the-lamb/,https://beaniepedia.com/beanies/files/2019/04/twinkleboo.jpg,Beanie Boos,37211,White,4,C1,11 May,01/01/2017,2017,-,Sheep,Easter,N/A
Capricorn,Twiggy the Owl (Key Clip),https://beaniepedia.com/beanies/beanie-boos/twiggy-the-owl-key-clip/,https://beaniepedia.com/beanies/files/2019/04/twiggybookey.jpg,Beanie Boos,35039,Pink,4,C1,11 January,01/06/2017,2017,-,N/A,None,N/A
Capricorn,Twiggy the Owl (Large),https://beaniepedia.com/beanies/beanie-boos/twiggy-the-owl-large/,https://beaniepedia.com/beanies/files/2019/04/twiggyboolarge.jpg,Beanie Boos,36858,Pink,4,C1,11 January,01/06/2017,2017,-,N/A,None,N/A
Capricorn,Twiggy the Owl (Medium),https://beaniepedia.com/beanies/beanie-boos/twiggy-the-owl-medium/,https://beaniepedia.com/beanies/files/2019/04/twiggyboo.jpg,Beanie Boos,37158,Pink,4,C1,11 January,01/06/2017,2017,-,N/A,None,N/A
Capricorn,Twiggy the Owl,https://beaniepedia.com/beanies/beanie-boos/twiggy-the-owl/,https://beaniepedia.com/beanies/files/2019/04/twiggyboo.jpg,Beanie Boos,36846,Pink,4,C1,11 January,01/06/2017,2017,-,N/A,None,N/A
ERROR,Tracker the Paw Patrol Dog (Medium),https://beaniepedia.com/beanies/beanie-boos/tracker-the-paw-patrol-dog-medium/,https://beaniepedia.com/beanies/files/2019/04/trackerboo.jpg,Beanie Boos,96337,N/A,4,C1,None,01/01/2019,2019,-,Dog,Paw Patrol,N/A
ERROR,Tracker the Paw Patrol Dog,https://beaniepedia.com/beanies/beanie-boos/tracker-the-paw-patrol-dog/,https://beaniepedia.com/beanies/files/2019/04/trackerboo.jpg,Beanie Boos,41299,N/A,4,C1,None,01/01/2019,2019,-,Dog,Paw Patrol,N/A
Sagittarius,Tracey the Dog (Key Clip),https://beaniepedia.com/beanies/beanie-boos/tracey-the-dog-key-clip/,https://beaniepedia.com/beanies/files/2019/04/traceybookey.jpg,Beanie Boos,35013,Black,4,C1,07 December,01/02/2016,2016,-,Dog,None,N/A
Sagittarius,Tracey the Dog (Large),https://beaniepedia.com/beanies/beanie-boos/tracey-the-dog-large/,https://beaniepedia.com/beanies/files/2019/04/traceyboolarge.jpg,Beanie Boos,36839,Black,4,C1,07 December,01/01/2017,2017,-,Dog,None,N/A
Sagittarius,Tracey the Dog (Medium),https://beaniepedia.com/beanies/beanie-boos/tracey-the-dog-medium/,https://beaniepedia.com/beanies/files/2019/04/traceyboo.jpg,Beanie Boos,37076,Black,4,C1,07 December,01/02/2016,2016,-,Dog,None,N/A
Sagittarius,Tracey the Dog (Exclusive we.org Tag),https://beaniepedia.com/beanies/beanie-boos/tracey-the-dog-exclusive-we-org-tag/,https://beaniepedia.com/beanies/files/2019/04/traceyboo.jpg,Beanie Boos,37255,Black,4,C1,07 December,01/02/2016,2016,-,Dog,Charity,N/A
Sagittarius,Tracey the Dog,https://beaniepedia.com/beanies/beanie-boos/tracey-the-dog/,https://beaniepedia.com/beanies/files/2019/04/traceyboo.jpg,Beanie Boos,37191,Black,4,C1,07 December,01/02/2016,2016,-,Dog,None,N/A
Gemini,Topaz the Pony,https://beaniepedia.com/beanies/beanie-boos/topaz-the-pony/,https://beaniepedia.com/beanies/files/2019/04/topazboo.jpg,Beanie Boos,36666,N/A,4,C1,03 June,01/07/2018,2018,-,Horse,None,N/A
Sagittarius,Tinsel the Owl (Key Clip),https://beaniepedia.com/beanies/beanie-boos/tinsel-the-owl-key-clip/,https://beaniepedia.com/beanies/files/2019/04/tinselbookey.jpg,Beanie Boos,35024,White,4,C1,12 December,01/10/2016,2016,-,N/A,Claire's,N/A
Sagittarius,Tinsel the Owl (Large),https://beaniepedia.com/beanies/beanie-boos/tinsel-the-owl-large/,https://beaniepedia.com/beanies/files/2019/04/tinselboo.jpg,Beanie Boos,36836,White,4,C1,12 December,01/10/2016,2016,-,N/A,Claire's,N/A
Sagittarius,Tinsel the Owl (Medium),https://beaniepedia.com/beanies/beanie-boos/tinsel-the-owl-medium/,https://beaniepedia.com/beanies/files/2019/04/tinselboo.jpg,Beanie Boos,37096,White,4,C1,12 December,01/10/2016,2016,-,N/A,Claire's,N/A
Sagittarius,Tinsel the Owl,https://beaniepedia.com/beanies/beanie-boos/tinsel-the-owl/,https://beaniepedia.com/beanies/files/2019/04/tinselboo.jpg,Beanie Boos,37216,White,4,C1,12 December,01/10/2016,2016,-,N/A,Claire's,N/A
Taurus,Tilley the Leopard,https://beaniepedia.com/beanies/beanie-boos/tilley-the-leopard/,https://beaniepedia.com/beanies/files/2019/04/tilleyboo.jpg,Beanie Boos,36947,White,4,C1,03 May,01/02/2018,2018,-,Leopard,Claire's,N/A
Aquarius,Tauri the Cat (Medium),https://beaniepedia.com/beanies/beanie-boos/tauri-the-cat-medium/,https://beaniepedia.com/beanies/files/2019/04/tauriboo.jpg,Beanie Boos,37064,N/A,4,C1,04 February,01/12/2015,2015,-,Cat,None,N/A
Aquarius,Tauri the Cat,https://beaniepedia.com/beanies/beanie-boos/tauri-the-cat/,https://beaniepedia.com/beanies/files/2019/04/tauriboo.jpg,Beanie Boos,37178,N/A,4,C1,04 February,01/12/2015,2015,-,Cat,None,N/A
Sagittarius,Asuka the Shark,https://beaniepedia.com/beanies/beanie-boos/asuka-the-shark/,https://beaniepedia.com/beanies/files/2019/04/asukaboo.jpg,Beanie Boos,36273,Blue,4,C1,13 December,01/01/2019,2019,-,Shark,Japan,N/A
Capricorn,Tasha the Leopard (Exclusive we.org Tag),https://beaniepedia.com/beanies/beanie-boos/tasha-the-leopard-exclusive-we-org-tag/,https://beaniepedia.com/beanies/files/2019/04/tashaboo.jpg,Beanie Boos,36198,Grey,4,C1,04 January,30/12/2014,2014,-,Leopard,Charity,N/A
Taurus,Tamoo the Monkey,https://beaniepedia.com/beanies/beanie-boos/tamoo-the-monkey/,https://beaniepedia.com/beanies/files/2019/04/tamooboo.jpg,Beanie Boos,36847,Brown,4,C1,16 May,01/06/2017,2017,-,Monkey,None,N/A
Libra,Tala the Dog (Key Clip),https://beaniepedia.com/beanies/beanie-boos/tala-the-dog-key-clip/,https://beaniepedia.com/beanies/files/2019/04/talabookey.jpg,Beanie Boos,35028,Brown,4,C1,09 October,01/01/2017,2017,-,Dog,None,N/A
Libra,Tala the Dog,https://beaniepedia.com/beanies/beanie-boos/tala-the-dog/,https://beaniepedia.com/beanies/files/2019/04/talaboo.jpg,Beanie Boos,37224,Brown,4,C1,09 October,01/01/2017,2017,-,Dog,None,N/A
Sagittarius,Sydney the Leopard (Large),https://beaniepedia.com/beanies/beanie-boos/sydney-the-leopard-large/,https://beaniepedia.com/beanies/files/2019/04/sydneyboolarge.jpg,Beanie Boos,36830,Blue,4,C1,27 November,01/07/2016,2016,-,Leopard,Claire's,N/A
Sagittarius,Sydney the Leopard (Medium),https://beaniepedia.com/beanies/beanie-boos/sydney-the-leopard-medium/,https://beaniepedia.com/beanies/files/2019/04/sydneyboo.jpg,Beanie Boos,37082,Blue,4,C1,27 November,01/07/2016,2016,-,Leopard,Claire's,N/A
Aquarius,Sweetums the Giraffe (Medium),https://beaniepedia.com/beanies/beanie-boos/sweetums-the-giraffe-medium/,https://beaniepedia.com/beanies/files/2019/04/sweetumsboobuddy.jpg,Beanie Boos,36661,Pink,4,C1,05 February,01/07/2018,2018,-,Giraffe,Valentine's Day,N/A
Aquarius,Sweetums the Giraffe,https://beaniepedia.com/beanies/beanie-boos/sweetums-the-giraffe/,https://beaniepedia.com/beanies/files/2019/04/sweetumsboo.jpg,Beanie Boos,36660,Pink,4,C1,05 February,01/06/2018,2018,-,Giraffe,Valentine's Day,N/A
Aquarius,Sugar the Elephant (Medium),https://beaniepedia.com/beanies/beanie-boos/sugar-the-elephant-medium/,https://beaniepedia.com/beanies/files/2019/04/sugarboo.jpg,Beanie Boos,37089,Pink,4,C1,18 February,01/07/2016,2016,-,Elephant,Valentine's Day,N/A
Aquarius,Sugar the Elephant,https://beaniepedia.com/beanies/beanie-boos/sugar-the-elephant/,https://beaniepedia.com/beanies/files/2019/04/sugarboo.jpg,Beanie Boos,37209,Pink,4,C1,18 February,01/07/2016,2016,-,Elephant,Valentine's Day,N/A
Pisces,Stitches the Unicorn,https://beaniepedia.com/beanies/beanie-boos/stitches-the-unicorn/,https://beaniepedia.com/beanies/files/2019/04/stitchesboo.jpg,Beanie Boos,36942,Blue,4,C1,14 March,01/10/2018,2018,-,Unicorn,Michaels,N/A
Taurus,Starr the Pony,https://beaniepedia.com/beanies/beanie-boos/starr-the-pony/,https://beaniepedia.com/beanies/files/2019/04/starrboo.jpg,Beanie Boos,36664,N/A,4,C1,04 May,01/07/2018,2018,-,Horse,None,N/A
Taurus,Spirit the Cat,https://beaniepedia.com/beanies/beanie-boos/spirit-the-cat/,https://beaniepedia.com/beanies/files/2019/04/spiritboo.jpg,Beanie Boos,37179,N/A,4,C1,02 May,01/03/2016,2016,-,Cat,Independence Day,N/A
Capricorn,Spike the Alligator,https://beaniepedia.com/beanies/beanie-boos/spike-the-alligator/,https://beaniepedia.com/beanies/files/2019/04/spikeboo.jpg,Beanie Boos,36887,Green,4,C1,14 January,01/01/2019,2019,-,N/A,None,N/A
Libra,Spellbound the Cat (Medium),https://beaniepedia.com/beanies/beanie-boos/spellbound-the-cat-medium/,https://beaniepedia.com/beanies/files/2019/04/spellboundboobuddy.jpg,Beanie Boos,36426,Black,4,C1,19 October,01/08/2018,2018,-,Cat,Halloween,N/A
Libra,Spellbound the Cat,https://beaniepedia.com/beanies/beanie-boos/spellbound-the-cat/,https://beaniepedia.com/beanies/files/2019/04/spellboundboo.jpg,Beanie Boos,N/A,Black,4,C1,19 October,01/08/2018,2018,-,Cat,Halloween,N/A
Pisces,Specks the Elephant (Exclusive we.org Tag),https://beaniepedia.com/beanies/beanie-boos/specks-the-elephant-exclusive-we-org-tag/,https://beaniepedia.com/beanies/files/2019/04/specksboo.jpg,Beanie Boos,N/A,Grey,4,C1,08 March,01/04/2015,2015,-,Elephant,Charity,N/A
Capricorn,Sophie the Cat (Exclusive we.org Tag),https://beaniepedia.com/beanies/beanie-boos/sophie-the-cat-exclusive-we-org-tag/,https://beaniepedia.com/beanies/files/2019/04/sophieboo.jpg,Beanie Boos,36200,Pink,4,C1,13 January,01/07/2015,2015,-,Cat,Charity,N/A
Aquarius,Smootches the Dog (Medium),https://beaniepedia.com/beanies/beanie-boos/smootches-the-dog-medium/,https://beaniepedia.com/beanies/files/2019/04/smootchesboo.jpg,Beanie Boos,36663,N/A,4,C1,04 February,01/06/2018,2018,-,Dog,Valentine's Day,N/A
Aquarius,Smootches the Dog,https://beaniepedia.com/beanies/beanie-boos/smootches-the-dog/,https://beaniepedia.com/beanies/files/2019/04/smootchesboo.jpg,Beanie Boos,36662,N/A,4,C1,04 February,01/06/2018,2018,-,Dog,Valentine's Day,N/A
Taurus,Slush the Husky (Large),https://beaniepedia.com/beanies/beanie-boos/slush-the-husky-large-2/,https://beaniepedia.com/beanies/files/2019/04/slushboolarge.jpg,Beanie Boos,37069,N/A,4,C1,30 April,01/01/2016,2016,-,Dog,None,N/A
Virgo,Zappy the Platypus (Medium),https://beaniepedia.com/beanies/beanie-boos/zappy-the-platypus-medium/,https://beaniepedia.com/beanies/files/2019/04/zappyboo.jpg,Beanie Boos,36445,N/A,4,C1,15 September,01/01/2019,2019,-,Platypus,None,N/A
Virgo,Zappy the Platypus,https://beaniepedia.com/beanies/beanie-boos/zappy-the-platypus/,https://beaniepedia.com/beanies/files/2019/04/zappyboo.jpg,Beanie Boos,36275,N/A,4,C1,15 September,01/01/2019,2019,-,Platypus,None,N/A
Scorpio,Pippa the Platypus,https://beaniepedia.com/beanies/beanie-boos/pippa-the-platypus/,https://beaniepedia.com/beanies/files/2019/04/pippaboo.jpg,Beanie Boos,36285,Rainbow,4,C1,08 November,01/01/2019,2019,-,Platypus,Claire's,N/A
Taurus,Slick the Fox (Large),https://beaniepedia.com/beanies/beanie-boos/slick-the-fox-large-2/,https://beaniepedia.com/beanies/files/2019/04/slickboolarge.jpg,Beanie Boos,36827,Brown,4,C1,01 May,01/11/2015,2015,-,Fox,Justice Stores,N/A
Taurus,Skylar the Husky,https://beaniepedia.com/beanies/beanie-boos/skylar-the-husky/,https://beaniepedia.com/beanies/files/2019/04/skylardogboo.jpg,Beanie Boos,37208,N/A,4,C1,14 May,01/09/2016,2016,-,Dog,Justice Stores,N/A
ERROR,Skye the Paw Patrol Dog (Key Clip),https://beaniepedia.com/beanies/beanie-boos/skye-the-paw-patrol-dog-key-clip/,https://beaniepedia.com/beanies/files/2019/04/skyebookey.jpg,Beanie Boos,41281,N/A,4,C1,None,01/01/2017,2017,-,Dog,Paw Patrol,N/A
ERROR,Skye the Paw Patrol Dog (Large),https://beaniepedia.com/beanies/beanie-boos/skye-the-paw-patrol-dog-large/,https://beaniepedia.com/beanies/files/2019/04/skyeboolarge.jpg,Beanie Boos,90252,N/A,4,C1,None,01/01/2017,2017,-,Dog,Paw Patrol,N/A
ERROR,Skye the Paw Patrol Dog (Medium),https://beaniepedia.com/beanies/beanie-boos/skye-the-paw-patrol-dog-medium/,https://beaniepedia.com/beanies/files/2019/04/skyeboo.jpg,Beanie Boos,96321,N/A,4,C1,None,01/01/2017,2017,-,Dog,Paw Patrol,N/A
ERROR,Skye the Paw Patrol Dog,https://beaniepedia.com/beanies/beanie-boos/skye-the-paw-patrol-dog/,https://beaniepedia.com/beanies/files/2019/04/skyeboo.jpg,Beanie Boos,41210,N/A,4,C1,None,01/01/2017,2017,-,Dog,Paw Patrol,N/A
Scorpio,Skelton the Ghost (Medium),https://beaniepedia.com/beanies/beanie-boos/skelton-the-ghost-medium/,https://beaniepedia.com/beanies/files/2019/04/skeltonboo.jpg,Beanie Boos,37159,Orange,4,C1,26 October,01/06/2017,2017,-,Ghost,Halloween,N/A
Scorpio,Skelton the Ghost,https://beaniepedia.com/beanies/beanie-boos/skelton-the-ghost/,https://beaniepedia.com/beanies/files/2019/04/skeltonboo.jpg,Beanie Boos,36876,Orange,4,C1,26 October,01/06/2017,2017,-,Ghost,Halloween,N/A
Aries,Simone the Sloth,https://beaniepedia.com/beanies/beanie-boos/simone-the-sloth/,https://beaniepedia.com/beanies/files/2019/04/simoneboo.jpg,Beanie Boos,36280,Pink,4,C1,12 April,01/01/2019,2019,-,Sloth,Claire's,N/A
ERROR,Sierra the Wolf (Medium),https://beaniepedia.com/beanies/beanie-boos/sierra-the-wolf-medium/,https://beaniepedia.com/beanies/files/2019/04/sierraboo.jpg,Beanie Boos,37161,N/A,4,C1,None,01/10/2017,2017,-,Wolf,Great Wolf Lodge,N/A
ERROR,Sierra the Wolf,https://beaniepedia.com/beanies/beanie-boos/sierra-the-wolf/,https://beaniepedia.com/beanies/files/2019/04/sierraboo.jpg,Beanie Boos,36868,N/A,4,C1,None,01/10/2017,2017,-,Wolf,Great Wolf Lodge,N/A
Capricorn,Shamu the Orca Whale (Key Clip),https://beaniepedia.com/beanies/beanie-boos/shamu-the-orca-whale-key-clip/,https://beaniepedia.com/beanies/files/2019/04/shamubookey.jpg,Beanie Boos,35009,N/A,4,C1,30 December,01/04/2016,2016,-,Whale,SeaWorld,N/A
Capricorn,Shamu the Orca Whale (Medium),https://beaniepedia.com/beanies/beanie-boos/shamu-the-orca-whale-medium/,https://beaniepedia.com/beanies/files/2019/04/shamuboo.jpg,Beanie Boos,37070,N/A,4,C1,30 December,01/04/2016,2016,-,Whale,SeaWorld,N/A
Capricorn,Shamu the Orca Whale,https://beaniepedia.com/beanies/beanie-boos/shamu-the-orca-whale/,https://beaniepedia.com/beanies/files/2019/04/shamuboo.jpg,Beanie Boos,37185,N/A,4,C1,30 December,01/04/2016,2016,-,Whale,SeaWorld,N/A
Libra,Shadow the Cat (Medium),https://beaniepedia.com/beanies/beanie-boos/shadow-the-cat-medium/,https://beaniepedia.com/beanies/files/2019/04/shadowboo.jpg,Beanie Boos,37080,Black,4,C1,17 October,01/07/2016,2016,-,Cat,Halloween,N/A
Libra,Shadow the Cat,https://beaniepedia.com/beanies/beanie-boos/shadow-the-cat/,https://beaniepedia.com/beanies/files/2019/04/shadowboo.jpg,Beanie Boos,37193,Black,4,C1,17 October,01/07/2016,2016,-,Cat,Halloween,N/A
Aries,Zoey the Zebra (Key Clip),https://beaniepedia.com/beanies/flippables/zoey-the-zebra-key-clip-2/,https://beaniepedia.com/beanies/files/2019/04/zoeyflippablekey.jpg,Flippables,35311,N/A,1,C1,18 April,01/01/2019,2019,-,Zoey,None,N/A
Aries,Zoey the Zebra,https://beaniepedia.com/beanies/flippables/zoey-the-zebra-2/,https://beaniepedia.com/beanies/files/2019/04/zoeyflippable.jpg,Flippables,36672,N/A,1,C1,18 April,01/01/2019,2019,-,Zebra,None,N/A
Taurus,Yappy the Chihuahua (Large),https://beaniepedia.com/beanies/flippables/yappy-the-chihuahua-large/,https://beaniepedia.com/beanies/files/2019/04/yappyflippablelarge.jpg,Flippables,36764,N/A,1,C1,12 May,01/06/2018,2018,-,Dog,None,N/A
Leo,Whimsy the Cat (Key Clip),https://beaniepedia.com/beanies/flippables/whimsy-the-cat-key-clip/,https://beaniepedia.com/beanies/files/2019/04/whimsyflippablekey.jpg,Flippables,35308,N/A,1,C1,22 August,01/01/2019,2019,-,Cat,None,N/A
Leo,Whimsy the Cat (Large),https://beaniepedia.com/beanies/flippables/whimsy-the-cat-large/,https://beaniepedia.com/beanies/files/2019/04/whimsyflippablelarge.jpg,Flippables,36762,N/A,1,C1,22 August,01/01/2019,2019,-,Cat,None,N/A
Virgo,Waves the Seal (Key Clip),https://beaniepedia.com/beanies/flippables/waves-the-seal-key-clip/,https://beaniepedia.com/beanies/files/2019/04/wavesflippablekey.jpg,Flippables,35306,Blue,1,C1,05 September,01/01/2019,2019,-,Seal,None,N/A
Taurus,Tulip the Sheep,https://beaniepedia.com/beanies/flippables/tulip-the-sheep/,https://beaniepedia.com/beanies/files/2019/04/tulipflippable.jpg,Flippables,36677,Silver,1,C1,27 April,01/12/2018,2018,-,Sheep,Easter,N/A
Libra,Sunset the Unicorn (Key Clip),https://beaniepedia.com/beanies/flippables/sunset-the-unicorn-key-clip/,https://beaniepedia.com/beanies/files/2019/04/sunsetflippablekey.jpg,Flippables,35307,Orange,1,C1,07 October,01/01/2019,2019,-,Unicorn,None,N/A
Taurus,Slush the Husky (Key Clip),https://beaniepedia.com/beanies/flippables/slush-the-husky-key-clip-2/,https://beaniepedia.com/beanies/files/2019/04/slushflippablekey.jpg,Flippables,35305,N/A,1,C1,30 April,01/01/2019,2019,-,Dog,None,N/A
Sagittarius,Regal the Lion (Key Clip),https://beaniepedia.com/beanies/flippables/regal-the-lion-key-clip/,https://beaniepedia.com/beanies/files/2019/04/regalflippablekey.jpg,Flippables,35310,N/A,1,C1,08 December,01/02/2019,2019,-,Lion,None,N/A
Aquarius,Payton the Penguin (Key Clip),https://beaniepedia.com/beanies/flippables/payton-the-penguin-key-clip/,https://beaniepedia.com/beanies/files/2019/04/paytonflippablekey.jpg,Flippables,35302,N/A,1,C1,20 January,01/06/2018,2018,-,N/A,None,N/A
